[Header]
Data File Name	E:\10.10.2022_2022-10-10 Wucherung 1h 50ml$min_01.qgd
Output Date	10.10.2022
Output Time	14:22:58

[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	100
# of Points	7032
Start Time(min)	2.000
End Time(min)	13.718
Ret.Time	Absolute Intensity	Relative Intensity
12.405	24341	0.64
12.407	26026	0.68
12.408	26743	0.70
12.410	25656	0.67
12.412	26423	0.69
12.413	27609	0.73
12.415	25347	0.67
12.417	25120	0.66
12.418	26483	0.70
12.420	25054	0.66
12.422	24607	0.65
12.423	25641	0.67
12.425	26850	0.71
12.427	29300	0.77
12.428	27211	0.72
12.430	27038	0.71
12.432	28022	0.74
12.433	27459	0.72
12.435	26895	0.71
12.437	27445	0.72
12.438	27439	0.72
12.440	26142	0.69
12.442	24220	0.64
12.443	24255	0.64
12.445	23100	0.61
12.447	22751	0.60
12.448	24205	0.64
12.450	22834	0.60
12.452	20596	0.54
12.453	21398	0.56
12.455	23811	0.63
12.457	24600	0.65
12.458	24551	0.65
12.460	25116	0.66
12.462	24529	0.65
12.463	24116	0.63
12.465	25312	0.67
12.467	25010	0.66
12.468	24987	0.66
12.470	24815	0.65
12.472	25510	0.67
12.473	26949	0.71
12.475	26694	0.70
12.477	25030	0.66
12.478	24753	0.65
12.480	25170	0.66
12.482	24311	0.64
12.483	23828	0.63
12.485	24155	0.64
12.487	23424	0.62
12.488	24021	0.63
12.490	25642	0.67
12.492	25271	0.66
12.493	23870	0.63
12.495	22790	0.60
12.497	21523	0.57
12.498	21121	0.56
12.500	20602	0.54
12.502	21709	0.57
12.503	22746	0.60
12.505	23854	0.63
12.507	23550	0.62
12.508	22767	0.60
12.510	23370	0.61
12.512	25591	0.67
12.513	25295	0.67
12.515	24346	0.64
12.517	25658	0.67
12.518	25798	0.68
12.520	24602	0.65
12.522	25269	0.66
12.523	25682	0.68
12.525	23944	0.63
12.527	23434	0.62
12.528	24160	0.64
12.530	23884	0.63
12.532	22918	0.60
12.533	22032	0.58
12.535	21607	0.57
12.537	21837	0.57
12.538	23479	0.62
12.540	27104	0.71
12.542	28071	0.74
12.543	27069	0.71
12.545	26577	0.70
12.547	27091	0.71
12.548	25992	0.68
12.550	24628	0.65
12.552	22964	0.60
12.553	23039	0.61
12.555	23425	0.62
12.557	24632	0.65
12.558	26669	0.70
12.560	25627	0.67
12.562	24406	0.64
12.563	25027	0.66
12.565	25197	0.66
12.567	25170	0.66
12.568	25189	0.66
12.570	25763	0.68
12.572	25704	0.68
12.573	26680	0.70
12.575	27593	0.73
12.577	26511	0.70
12.578	25746	0.68
12.580	24335	0.64
12.582	24266	0.64
12.583	25449	0.67
12.585	27175	0.71
12.587	27222	0.72
12.588	27459	0.72
12.590	27264	0.72
12.592	26338	0.69
12.593	25170	0.66
12.595	24087	0.63
12.597	24782	0.65
12.598	26036	0.68
12.600	24116	0.63
12.602	22029	0.58
12.603	22208	0.58
12.605	22888	0.60
12.607	23081	0.61
12.608	22770	0.60
12.610	22494	0.59
12.612	23100	0.61
12.613	23642	0.62
12.615	23762	0.62
12.617	25172	0.66
12.618	25356	0.67
12.620	24495	0.64
12.622	24157	0.64
12.623	22076	0.58
12.625	22416	0.59
12.627	24418	0.64
12.628	25290	0.67
12.630	24582	0.65
12.632	23380	0.61
12.633	22166	0.58
12.635	22339	0.59
12.637	22339	0.59
12.638	23677	0.62
12.640	24815	0.65
12.642	25622	0.67
12.643	25801	0.68
12.645	24250	0.64
12.647	21718	0.57
12.648	21720	0.57
12.650	23070	0.61
12.652	23385	0.62
12.653	23254	0.61
12.655	23420	0.62
12.657	23573	0.62
12.658	22752	0.60
12.660	22044	0.58
12.662	21184	0.56
12.663	21303	0.56
12.665	23178	0.61
12.667	24488	0.64
12.668	24746	0.65
12.670	24438	0.64
12.672	25181	0.66
12.673	26417	0.69
12.675	26317	0.69
12.677	25722	0.68
12.678	24404	0.64
12.680	22773	0.60
12.682	22515	0.59
12.683	23540	0.62
12.685	24941	0.66
12.687	25797	0.68
12.688	25920	0.68
12.690	26686	0.70
12.692	26152	0.69
12.693	26289	0.69
12.695	25427	0.67
12.697	24857	0.65
12.698	25089	0.66
12.700	25558	0.67
12.702	25371	0.67
12.703	24424	0.64
12.705	23731	0.62
12.707	23036	0.61
12.708	23991	0.63
12.710	25010	0.66
12.712	25327	0.67
12.713	25798	0.68
12.715	26263	0.69
12.717	27385	0.72
12.718	26284	0.69
12.720	24576	0.65
12.722	25269	0.66
12.723	23707	0.62
12.725	22462	0.59
12.727	23233	0.61
12.728	24089	0.63
12.730	25711	0.68
12.732	27197	0.72
12.733	26982	0.71
12.735	25965	0.68
12.737	24917	0.66
12.738	23137	0.61
12.740	23625	0.62
12.742	26748	0.70
12.743	27810	0.73
12.745	26484	0.70
12.747	24717	0.65
12.748	24142	0.63
12.750	24614	0.65
12.752	25513	0.67
12.753	25104	0.66
12.755	25218	0.66
12.757	25193	0.66
12.758	24464	0.64
12.760	23866	0.63
12.762	23899	0.63
12.763	23137	0.61
12.765	22724	0.60
12.767	23393	0.62
12.768	24939	0.66
12.770	25689	0.68
12.772	25742	0.68
12.773	25042	0.66
12.775	24001	0.63
12.777	23821	0.63
12.778	23759	0.62
12.780	22693	0.60
12.782	23219	0.61
12.783	23709	0.62
12.785	23771	0.63
12.787	23418	0.62
12.788	23466	0.62
12.790	23379	0.61
12.792	24484	0.64
12.793	25705	0.68
12.795	26293	0.69
12.797	25439	0.67
12.798	24571	0.65
12.800	24830	0.65
12.802	23687	0.62
12.803	23191	0.61
12.805	24576	0.65
12.807	24870	0.65
12.808	23919	0.63
12.810	23830	0.63
12.812	23615	0.62
12.813	22947	0.60
12.815	22622	0.59
12.817	22836	0.60
12.818	24366	0.64
12.820	24518	0.64
12.822	25029	0.66
12.823	26633	0.70
12.825	26887	0.71
12.827	24614	0.65
12.828	23471	0.62
12.830	22794	0.60
12.832	22636	0.60
12.833	22684	0.60
12.835	23235	0.61
12.837	23672	0.62
12.838	22754	0.60
12.840	21642	0.57
12.842	22241	0.58
12.843	22626	0.60
12.845	24074	0.63
12.847	25195	0.66
12.848	25237	0.66
12.850	25606	0.67
12.852	25723	0.68
12.853	25241	0.66
12.855	25382	0.67
12.857	25518	0.67
12.858	25626	0.67
12.860	24797	0.65
12.862	25226	0.66
12.863	26999	0.71
12.865	27976	0.74
12.867	26000	0.68
12.868	24597	0.65
12.870	25530	0.67
12.872	27157	0.71
12.873	25825	0.68
12.875	24521	0.64
12.877	24507	0.64
12.878	25306	0.67
12.880	25622	0.67
12.882	26347	0.69
12.883	26712	0.70
12.885	25081	0.66
12.887	23541	0.62
12.888	23756	0.62
12.890	23780	0.63
12.892	22961	0.60
12.893	22941	0.60
12.895	22919	0.60
12.897	21518	0.57
12.898	20619	0.54
12.900	20580	0.54
12.902	20238	0.53
12.903	22001	0.58
12.905	22598	0.59
12.907	24024	0.63
12.908	25358	0.67
12.910	26440	0.70
12.912	26726	0.70
12.913	26829	0.71
12.915	26364	0.69
12.917	24832	0.65
12.918	24264	0.64
12.920	25586	0.67
12.922	26199	0.69
12.923	24877	0.65
12.925	25468	0.67
12.927	25588	0.67
12.928	24515	0.64
12.930	25652	0.67
12.932	25575	0.67
12.933	24372	0.64
12.935	24130	0.63
12.937	22716	0.60
12.938	21831	0.57
12.940	22276	0.59
12.942	23291	0.61
12.943	24126	0.63
12.945	23992	0.63
12.947	23571	0.62
12.948	23355	0.61
12.950	23960	0.63
12.952	25640	0.67
12.953	25921	0.68
12.955	24628	0.65
12.957	23125	0.61
12.958	22118	0.58
12.960	22319	0.59
12.962	23080	0.61
12.963	23879	0.63
12.965	24324	0.64
12.967	23456	0.62
12.968	23386	0.62
12.970	24361	0.64
12.972	23996	0.63
12.973	23748	0.62
12.975	23986	0.63
12.977	23842	0.63
12.978	23656	0.62
12.980	22790	0.60
12.982	21222	0.56
12.983	20843	0.55
12.985	21588	0.57
12.987	22472	0.59
12.988	22496	0.59
12.990	21926	0.58
12.992	22732	0.60
12.993	22963	0.60
12.995	23417	0.62
12.997	22523	0.59
12.998	20867	0.55
13.000	20942	0.55
13.002	21770	0.57
13.003	21731	0.57
13.005	22331	0.59
13.007	23033	0.61
13.008	24085	0.63
13.010	24847	0.65
13.012	23905	0.63
13.013	23697	0.62
13.015	25195	0.66
13.017	25077	0.66
13.018	23406	0.62
13.020	22787	0.60
13.022	23243	0.61
13.023	23927	0.63
13.025	25293	0.67
13.027	24838	0.65
13.028	22348	0.59
13.030	22552	0.59
13.032	24175	0.64
13.033	25471	0.67
13.035	23829	0.63
13.037	22898	0.60
13.038	22937	0.60
13.040	23933	0.63
13.042	23626	0.62
13.043	22794	0.60
13.045	23129	0.61
13.047	24254	0.64
13.048	25093	0.66
13.050	25276	0.66
13.052	24656	0.65
13.053	24797	0.65
13.055	24762	0.65
13.057	24143	0.63
13.058	23669	0.62
13.060	24003	0.63
13.062	23822	0.63
13.063	22954	0.60
13.065	23603	0.62
13.067	24377	0.64
13.068	24583	0.65
13.070	24862	0.65
13.072	24315	0.64
13.073	24235	0.64
13.075	24596	0.65
13.077	24561	0.65
13.078	24062	0.63
13.080	23505	0.62
13.082	24715	0.65
13.083	26464	0.70
13.085	26210	0.69
13.087	26324	0.69
13.088	25963	0.68
13.090	24929	0.66
13.092	24517	0.64
13.093	25048	0.66
13.095	25505	0.67
13.097	25888	0.68
13.098	25468	0.67
13.100	25027	0.66
13.102	25499	0.67
13.103	26129	0.69
13.105	24746	0.65
13.107	24574	0.65
13.108	24999	0.66
13.110	24840	0.65
13.112	25352	0.67
13.113	25245	0.66
13.115	23150	0.61
13.117	21750	0.57
13.118	23083	0.61
13.120	25093	0.66
13.122	26748	0.70
13.123	26304	0.69
13.125	24687	0.65
13.127	23435	0.62
13.128	23455	0.62
13.130	23439	0.62
13.132	23008	0.61
13.133	22746	0.60
13.135	23302	0.61
13.137	22914	0.60
13.138	20705	0.54
13.140	19290	0.51
13.142	20428	0.54
13.143	21874	0.58
13.145	23427	0.62
13.147	25216	0.66
13.148	23579	0.62
13.150	22604	0.59
13.152	21875	0.58
13.153	21924	0.58
13.155	23249	0.61
13.157	24727	0.65
13.158	24333	0.64
13.160	22876	0.60
13.162	23940	0.63
13.163	24895	0.65
13.165	22132	0.58
13.167	21048	0.55
13.168	23162	0.61
13.170	24583	0.65
13.172	22985	0.60
13.173	21379	0.56
13.175	22202	0.58
13.177	24687	0.65
13.178	25531	0.67
13.180	24670	0.65
13.182	23742	0.62
13.183	22364	0.59
13.185	21747	0.57
13.187	22111	0.58
13.188	23213	0.61
13.190	24552	0.65
13.192	25628	0.67
13.193	25757	0.68
13.195	24264	0.64
13.197	22870	0.60
13.198	23254	0.61
13.200	24506	0.64
13.202	23784	0.63
13.203	21968	0.58
13.205	21707	0.57
13.207	24068	0.63
13.208	23677	0.62
13.210	23220	0.61
13.212	24134	0.63
13.213	24070	0.63
13.215	23704	0.62
13.217	24021	0.63
13.218	25396	0.67
13.220	23486	0.62
13.222	23774	0.63
13.223	23453	0.62
13.225	23435	0.62
13.227	23908	0.63
13.228	23636	0.62
13.230	24813	0.65
13.232	25308	0.67
13.233	24674	0.65
13.235	25478	0.67
13.237	25895	0.68
13.238	23447	0.62
13.240	21864	0.58
13.242	21710	0.57
13.243	21784	0.57
13.245	21606	0.57
13.247	21102	0.56
13.248	20933	0.55
13.250	21906	0.58
13.252	23689	0.62
13.253	24532	0.65
13.255	23093	0.61
13.257	23126	0.61
13.258	23534	0.62
13.260	21666	0.57
13.262	20589	0.54
13.263	20670	0.54
13.265	21980	0.58
13.267	20550	0.54
13.268	21332	0.56
13.270	22274	0.59
13.272	23300	0.61
13.273	23728	0.62
13.275	24499	0.64
13.277	23579	0.62
13.278	22461	0.59
13.280	22712	0.60
13.282	24883	0.65
13.283	27296	0.72
13.285	27091	0.71
13.287	24631	0.65
13.288	23414	0.62
13.290	23815	0.63
13.292	23379	0.61
13.293	24267	0.64
13.295	26045	0.69
13.297	25640	0.67
13.298	23683	0.62
13.300	22522	0.59
13.302	24030	0.63
13.303	23829	0.63
13.305	23728	0.62
13.307	23574	0.62
13.308	23523	0.62
13.310	23215	0.61
13.312	23611	0.62
13.313	24791	0.65
13.315	25122	0.66
13.317	25523	0.67
13.318	26849	0.71
13.320	25855	0.68
13.322	24505	0.64
13.323	24594	0.65
13.325	24673	0.65
13.327	24880	0.65
13.328	24953	0.66
13.330	24666	0.65
13.332	24176	0.64
13.333	24206	0.64
13.335	24710	0.65
13.337	24033	0.63
13.338	22172	0.58
13.340	21072	0.55
13.342	21898	0.58
13.343	23633	0.62
13.345	24439	0.64
13.347	23959	0.63
13.348	23070	0.61
13.350	23112	0.61
13.352	23731	0.62
13.353	23462	0.62
13.355	23121	0.61
13.357	23917	0.63
13.358	25365	0.67
13.360	25559	0.67
13.362	24523	0.64
13.363	24708	0.65
13.365	24571	0.65
13.367	23725	0.62
13.368	23516	0.62
13.370	22630	0.60
13.372	21265	0.56
13.373	22210	0.58
13.375	23845	0.63
13.377	22668	0.60
13.378	21988	0.58
13.380	21859	0.57
13.382	21288	0.56
13.383	21951	0.58
13.385	22806	0.60
13.387	22751	0.60
13.388	22225	0.58
13.390	22474	0.59
13.392	23281	0.61
13.393	23694	0.62
13.395	23145	0.61
13.397	22859	0.60
13.398	23801	0.63
13.400	24877	0.65
13.402	26732	0.70
13.403	26498	0.70
13.405	23944	0.63
13.407	21788	0.57
13.408	20417	0.54
13.410	21228	0.56
13.412	23081	0.61
13.413	24926	0.66
13.415	25587	0.67
13.417	23972	0.63
13.418	24108	0.63
13.420	24377	0.64
13.422	25093	0.66
13.423	24402	0.64
13.425	24934	0.66
13.427	26221	0.69
13.428	26336	0.69
13.430	25943	0.68
13.432	25889	0.68
13.433	25605	0.67
13.435	25223	0.66
13.437	25338	0.67
13.438	26229	0.69
13.440	27504	0.72
13.442	27138	0.71
13.443	24337	0.64
13.445	24038	0.63
13.447	25073	0.66
13.448	25201	0.66
13.450	25312	0.67
13.452	26237	0.69
13.453	25894	0.68
13.455	25753	0.68
13.457	25277	0.66
13.458	25820	0.68
13.460	27412	0.72
13.462	28233	0.74
13.463	27273	0.72
13.465	25977	0.68
13.467	24406	0.64
13.468	24043	0.63
13.470	24809	0.65
13.472	25245	0.66
13.473	24514	0.64
13.475	25187	0.66
13.477	27740	0.73
13.478	27801	0.73
13.480	26235	0.69
13.482	24581	0.65
13.483	23924	0.63
13.485	22593	0.59
13.487	22929	0.60
13.488	24678	0.65
13.490	26259	0.69
13.492	25881	0.68
13.493	24813	0.65
13.495	24834	0.65
13.497	24180	0.64
13.498	23160	0.61
13.500	23817	0.63
13.502	24953	0.66
13.503	24964	0.66
13.505	25675	0.68
13.507	26080	0.69
13.508	24814	0.65
13.510	26043	0.68
13.512	26002	0.68
13.513	22808	0.60
13.515	22112	0.58
13.517	22257	0.59
13.518	23223	0.61
13.520	25340	0.67
13.522	26123	0.69
13.523	25358	0.67
13.525	24039	0.63
13.527	23930	0.63
13.528	23608	0.62
13.530	23117	0.61
13.532	23850	0.63
13.533	24317	0.64
13.535	22594	0.59
13.537	21927	0.58
13.538	22678	0.60
13.540	22578	0.59
13.542	22059	0.58
13.543	23107	0.61
13.545	23157	0.61
13.547	22434	0.59
13.548	21740	0.57
13.550	22188	0.58
13.552	23940	0.63
13.553	23715	0.62
13.555	22092	0.58
13.557	22362	0.59
13.558	22095	0.58
13.560	20382	0.54
13.562	19361	0.51
13.563	20220	0.53
13.565	21886	0.58
13.567	21432	0.56
13.568	20021	0.53
13.570	19081	0.50
13.572	20497	0.54
13.573	20879	0.55
13.575	20346	0.54
13.577	21240	0.56
13.578	22044	0.58
13.580	22046	0.58
13.582	22200	0.58
13.583	23506	0.62
13.585	23280	0.61
13.587	22079	0.58
13.588	21898	0.58
13.590	22187	0.58
13.592	24147	0.64
13.593	25914	0.68
13.595	24409	0.64
13.597	22309	0.59
13.598	22042	0.58
13.600	23567	0.62
13.602	24867	0.65
13.603	24317	0.64
13.605	24099	0.63
13.607	24804	0.65
13.608	24616	0.65
13.610	23521	0.62
13.612	22678	0.60
13.613	23268	0.61
13.615	23078	0.61
13.617	23190	0.61
13.618	23449	0.62
13.620	24086	0.63
13.622	24138	0.63
13.623	23465	0.62
13.625	23304	0.61
13.627	23884	0.63
13.628	24538	0.65
13.630	23959	0.63
13.632	23044	0.61
13.633	23275	0.61
13.635	23977	0.63
13.637	23770	0.63
13.638	23233	0.61
13.640	23532	0.62
13.642	22685	0.60
13.643	21802	0.57
13.645	21925	0.58
13.647	22161	0.58
13.648	22602	0.59
13.650	22723	0.60
13.652	21929	0.58
13.653	21990	0.58
13.655	22182	0.58
13.657	22467	0.59
13.658	22539	0.59
13.660	21947	0.58
13.662	21892	0.58
13.663	23408	0.62
13.665	22266	0.59
13.667	19996	0.53
13.668	19711	0.52
13.670	21307	0.56
13.672	22654	0.60
13.673	22171	0.58
13.675	22035	0.58
13.677	22392	0.59
13.678	22161	0.58
13.680	22194	0.58
13.682	23271	0.61
13.683	22924	0.60
13.685	22941	0.60
13.687	22188	0.58
13.688	22697	0.60
13.690	23006	0.61
13.692	22426	0.59
13.693	22836	0.60
13.695	22905	0.60
13.697	21376	0.56
13.698	19963	0.53
13.700	19116	0.50
13.702	19759	0.52
13.703	21023	0.55
13.705	21043	0.55
13.707	20315	0.53
13.708	20607	0.54
13.710	21065	0.55
13.712	19918	0.52
13.713	19169	0.50
13.715	20069	0.53
13.717	20520	0.54
13.718	21209	0.56

